Date_Time,NO2(GT)
18/04/2004 05.00.00,1309
18/04/2004 06.00.00,1268
18/04/2004 07.00.00,1266
18/04/2004 08.00.00,1154
18/04/2004 09.00.00,1052
18/04/2004 10.00.00,901
18/04/2004 11.00.00,873
18/04/2004 12.00.00,980
18/04/2004 13.00.00,1136
18/04/2004 14.00.00,1140
18/04/2004 15.00.00,929
18/04/2004 16.00.00,921
18/04/2004 17.00.00,916
18/04/2004 18.00.00,876
18/04/2004 19.00.00,744
18/04/2004 20.00.00,847
18/04/2004 21.00.00,854
18/04/2004 22.00.00,920
18/04/2004 23.00.00,826
19/04/2004 00.00.00,871
19/04/2004 01.00.00,1029
19/04/2004 02.00.00,1103
19/04/2004 03.00.00,1275
19/04/2004 04.00.00,1238
19/04/2004 05.00.00,1242
19/04/2004 06.00.00,913
19/04/2004 07.00.00,680
19/04/2004 08.00.00,652
19/04/2004 09.00.00,876
19/04/2004 10.00.00,947
19/04/2004 11.00.00,950
19/04/2004 12.00.00,811
19/04/2004 13.00.00,743
19/04/2004 14.00.00,892
19/04/2004 15.00.00,872
19/04/2004 16.00.00,797
19/04/2004 17.00.00,808
19/04/2004 18.00.00,916
19/04/2004 19.00.00,921
19/04/2004 20.00.00,960
19/04/2004 21.00.00,1085
19/04/2004 22.00.00,1056
19/04/2004 23.00.00,1017
20/04/2004 00.00.00,1136
20/04/2004 01.00.00,1222
20/04/2004 02.00.00,1429
20/04/2004 03.00.00,1587
20/04/2004 04.00.00,1523
20/04/2004 05.00.00,1260
20/04/2004 06.00.00,942
20/04/2004 07.00.00,638
20/04/2004 08.00.00,540
20/04/2004 09.00.00,637
20/04/2004 10.00.00,678
20/04/2004 11.00.00,648
20/04/2004 12.00.00,658
20/04/2004 13.00.00,720
20/04/2004 14.00.00,859
20/04/2004 15.00.00,956
20/04/2004 16.00.00,844
20/04/2004 17.00.00,712
20/04/2004 18.00.00,599
20/04/2004 19.00.00,612
20/04/2004 20.00.00,663
20/04/2004 21.00.00,792
20/04/2004 22.00.00,932
20/04/2004 23.00.00,866
21/04/2004 00.00.00,1071
21/04/2004 01.00.00,976
21/04/2004 02.00.00,1172
21/04/2004 03.00.00,1197
21/04/2004 04.00.00,1301
21/04/2004 05.00.00,1160
21/04/2004 06.00.00,887
21/04/2004 07.00.00,572
21/04/2004 08.00.00,478
21/04/2004 09.00.00,619
21/04/2004 10.00.00,668
21/04/2004 11.00.00,849
21/04/2004 12.00.00,900
21/04/2004 13.00.00,914
21/04/2004 14.00.00,953
21/04/2004 15.00.00,988
21/04/2004 16.00.00,944
21/04/2004 17.00.00,765
21/04/2004 18.00.00,601
21/04/2004 19.00.00,584
21/04/2004 20.00.00,635
21/04/2004 21.00.00,753
21/04/2004 22.00.00,847
21/04/2004 23.00.00,933
22/04/2004 00.00.00,973
22/04/2004 01.00.00,1058
22/04/2004 02.00.00,1141
22/04/2004 03.00.00,1242
22/04/2004 04.00.00,1295
22/04/2004 05.00.00,1276
22/04/2004 06.00.00,990
22/04/2004 07.00.00,767
22/04/2004 08.00.00,623
22/04/2004 09.00.00,593
22/04/2004 10.00.00,694
22/04/2004 11.00.00,766
22/04/2004 12.00.00,814
22/04/2004 13.00.00,893
22/04/2004 14.00.00,908
22/04/2004 15.00.00,824
22/04/2004 16.00.00,806
22/04/2004 17.00.00,679
22/04/2004 18.00.00,661
22/04/2004 19.00.00,587
22/04/2004 20.00.00,701
22/04/2004 21.00.00,835
22/04/2004 22.00.00,982
22/04/2004 23.00.00,976
23/04/2004 00.00.00,873
23/04/2004 01.00.00,958
23/04/2004 02.00.00,1155
23/04/2004 03.00.00,1202
23/04/2004 04.00.00,1213
23/04/2004 05.00.00,59
23/04/2004 06.00.00,72
23/04/2004 07.00.00,627
23/04/2004 08.00.00,351
23/04/2004 09.00.00,621
23/04/2004 10.00.00,245
23/04/2004 11.00.00,240
23/04/2004 12.00.00,179
23/04/2004 13.00.00,757
23/04/2004 14.00.00,174
23/04/2004 15.00.00,260
23/04/2004 16.00.00,281
23/04/2004 17.00.00,284
23/04/2004 18.00.00,250
23/04/2004 19.00.00,281
23/04/2004 20.00.00,230
23/04/2004 21.00.00,98
23/04/2004 22.00.00,121
23/04/2004 23.00.00,777
24/04/2004 00.00.00,161
24/04/2004 01.00.00,148
24/04/2004 02.00.00,109
24/04/2004 03.00.00,-200
24/04/2004 04.00.00,1045
24/04/2004 05.00.00,71
24/04/2004 06.00.00,75
24/04/2004 07.00.00,106
24/04/2004 08.00.00,166
24/04/2004 09.00.00,685
24/04/2004 10.00.00,161
24/04/2004 11.00.00,139
24/04/2004 12.00.00,134
24/04/2004 13.00.00,84
24/04/2004 14.00.00,798
24/04/2004 15.00.00,91
24/04/2004 16.00.00,99
24/04/2004 17.00.00,90
24/04/2004 18.00.00,147
24/04/2004 19.00.00,177
24/04/2004 20.00.00,162
24/04/2004 21.00.00,906
24/04/2004 22.00.00,53
24/04/2004 23.00.00,68
25/04/2004 00.00.00,61
25/04/2004 01.00.00,71
25/04/2004 02.00.00,1161
25/04/2004 03.00.00,-200
25/04/2004 04.00.00,1535
25/04/2004 05.00.00,14
25/04/2004 06.00.00,34
25/04/2004 07.00.00,42
25/04/2004 08.00.00,40
25/04/2004 09.00.00,48
25/04/2004 10.00.00,1346
25/04/2004 11.00.00,58
25/04/2004 12.00.00,1290
25/04/2004 13.00.00,54
25/04/2004 14.00.00,41
25/04/2004 15.00.00,57
25/04/2004 16.00.00,83
25/04/2004 17.00.00,81
25/04/2004 18.00.00,98
25/04/2004 19.00.00,124
25/04/2004 20.00.00,133
25/04/2004 21.00.00,100
25/04/2004 22.00.00,116
25/04/2004 23.00.00,102
26/04/2004 00.00.00,55
26/04/2004 01.00.00,33
26/04/2004 02.00.00,17
26/04/2004 03.00.00,-200
26/04/2004 04.00.00,1826
26/04/2004 05.00.00,35
26/04/2004 06.00.00,70
26/04/2004 07.00.00,116
26/04/2004 08.00.00,134
26/04/2004 09.00.00,113
26/04/2004 10.00.00,110
26/04/2004 11.00.00,98
26/04/2004 12.00.00,96
26/04/2004 13.00.00,95
26/04/2004 14.00.00,86
26/04/2004 15.00.00,86
26/04/2004 16.00.00,91
26/04/2004 17.00.00,119
26/04/2004 18.00.00,147
26/04/2004 19.00.00,811
26/04/2004 20.00.00,124
26/04/2004 21.00.00,89
26/04/2004 22.00.00,79
26/04/2004 23.00.00,63
27/04/2004 00.00.00,39
27/04/2004 01.00.00,25
27/04/2004 02.00.00,19
27/04/2004 03.00.00,-200
27/04/2004 04.00.00,1236
27/04/2004 05.00.00,58
27/04/2004 06.00.00,112
27/04/2004 07.00.00,314
27/04/2004 08.00.00,240
27/04/2004 09.00.00,128
27/04/2004 10.00.00,141
27/04/2004 11.00.00,118
27/04/2004 12.00.00,132
27/04/2004 13.00.00,773
27/04/2004 14.00.00,898
27/04/2004 15.00.00,149
27/04/2004 16.00.00,120
27/04/2004 17.00.00,155
27/04/2004 18.00.00,172
27/04/2004 19.00.00,177
27/04/2004 20.00.00,181
27/04/2004 21.00.00,135
27/04/2004 22.00.00,99
27/04/2004 23.00.00,806
28/04/2004 00.00.00,72
28/04/2004 01.00.00,999
28/04/2004 02.00.00,41
28/04/2004 03.00.00,-200
28/04/2004 04.00.00,1209
28/04/2004 05.00.00,29
28/04/2004 06.00.00,76
28/04/2004 07.00.00,321
28/04/2004 08.00.00,274
28/04/2004 09.00.00,322
28/04/2004 10.00.00,255
28/04/2004 11.00.00,196
28/04/2004 12.00.00,136
28/04/2004 13.00.00,119
28/04/2004 14.00.00,169
28/04/2004 15.00.00,197
28/04/2004 16.00.00,140
28/04/2004 17.00.00,178
28/04/2004 18.00.00,223
28/04/2004 19.00.00,222
28/04/2004 20.00.00,265
28/04/2004 21.00.00,151
28/04/2004 22.00.00,79
28/04/2004 23.00.00,87
29/04/2004 00.00.00,88
29/04/2004 01.00.00,923
29/04/2004 02.00.00,34
29/04/2004 03.00.00,-200
29/04/2004 04.00.00,1168
29/04/2004 05.00.00,76
29/04/2004 06.00.00,139
29/04/2004 07.00.00,293
29/04/2004 08.00.00,368
29/04/2004 09.00.00,250
29/04/2004 10.00.00,145
29/04/2004 11.00.00,110
29/04/2004 12.00.00,829
29/04/2004 13.00.00,205
29/04/2004 14.00.00,201
29/04/2004 15.00.00,266
29/04/2004 16.00.00,246
29/04/2004 17.00.00,247
29/04/2004 18.00.00,271
29/04/2004 19.00.00,332
29/04/2004 20.00.00,245
29/04/2004 21.00.00,180
29/04/2004 22.00.00,156
29/04/2004 23.00.00,172
30/04/2004 00.00.00,137
30/04/2004 01.00.00,91
30/04/2004 02.00.00,80
30/04/2004 03.00.00,963
30/04/2004 04.00.00,1009
30/04/2004 05.00.00,68
30/04/2004 06.00.00,162
30/04/2004 07.00.00,662
30/04/2004 08.00.00,161
30/04/2004 09.00.00,209
30/04/2004 10.00.00,191
30/04/2004 11.00.00,215
30/04/2004 12.00.00,212
30/04/2004 13.00.00,202
30/04/2004 14.00.00,153
30/04/2004 15.00.00,185
30/04/2004 16.00.00,644
30/04/2004 17.00.00,215
30/04/2004 18.00.00,215
30/04/2004 19.00.00,281
30/04/2004 20.00.00,254
30/04/2004 21.00.00,189
30/04/2004 22.00.00,689
30/04/2004 23.00.00,167
01/05/2004 00.00.00,185
01/05/2004 01.00.00,129
01/05/2004 02.00.00,85
01/05/2004 03.00.00,-200
01/05/2004 04.00.00,1134
01/05/2004 05.00.00,24
01/05/2004 06.00.00,30
01/05/2004 07.00.00,75
01/05/2004 08.00.00,79
01/05/2004 09.00.00,104
01/05/2004 10.00.00,118
01/05/2004 11.00.00,105
01/05/2004 12.00.00,901
01/05/2004 13.00.00,65
01/05/2004 14.00.00,59
01/05/2004 15.00.00,80
01/05/2004 16.00.00,949
01/05/2004 17.00.00,89
01/05/2004 18.00.00,114
01/05/2004 19.00.00,759
01/05/2004 20.00.00,156
01/05/2004 21.00.00,866
01/05/2004 22.00.00,184
01/05/2004 23.00.00,190
02/05/2004 00.00.00,105
02/05/2004 01.00.00,76
02/05/2004 02.00.00,38
02/05/2004 03.00.00,-200
02/05/2004 04.00.00,1141
02/05/2004 05.00.00,33
02/05/2004 06.00.00,57
02/05/2004 07.00.00,48
02/05/2004 08.00.00,87
02/05/2004 09.00.00,94
02/05/2004 10.00.00,89
02/05/2004 11.00.00,78
02/05/2004 12.00.00,72
02/05/2004 13.00.00,64
02/05/2004 14.00.00,70
02/05/2004 15.00.00,92
02/05/2004 16.00.00,69
02/05/2004 17.00.00,131
02/05/2004 18.00.00,144
02/05/2004 19.00.00,209
02/05/2004 20.00.00,170
02/05/2004 21.00.00,152
02/05/2004 22.00.00,171
02/05/2004 23.00.00,923
03/05/2004 00.00.00,97
03/05/2004 01.00.00,37
03/05/2004 02.00.00,26
03/05/2004 03.00.00,-200
03/05/2004 04.00.00,1256
03/05/2004 05.00.00,61
03/05/2004 06.00.00,152
03/05/2004 07.00.00,283
03/05/2004 08.00.00,320
03/05/2004 09.00.00,318
03/05/2004 10.00.00,201
03/05/2004 11.00.00,858
03/05/2004 12.00.00,127
03/05/2004 13.00.00,102
03/05/2004 14.00.00,74
03/05/2004 15.00.00,81
03/05/2004 16.00.00,129
03/05/2004 17.00.00,190
03/05/2004 18.00.00,192
03/05/2004 19.00.00,163
03/05/2004 20.00.00,149
03/05/2004 21.00.00,777
03/05/2004 22.00.00,61
03/05/2004 23.00.00,84
04/05/2004 00.00.00,79
04/05/2004 01.00.00,1038
04/05/2004 02.00.00,32
04/05/2004 03.00.00,-200
04/05/2004 04.00.00,1335
04/05/2004 05.00.00,49
04/05/2004 06.00.00,180
04/05/2004 07.00.00,302
04/05/2004 08.00.00,258
04/05/2004 09.00.00,192
04/05/2004 10.00.00,84
04/05/2004 11.00.00,128
04/05/2004 12.00.00,145
04/05/2004 13.00.00,132
04/05/2004 14.00.00,136
04/05/2004 15.00.00,140
04/05/2004 16.00.00,55
04/05/2004 17.00.00,67
04/05/2004 18.00.00,191
04/05/2004 19.00.00,227
04/05/2004 20.00.00,264
04/05/2004 21.00.00,766
04/05/2004 22.00.00,43
04/05/2004 23.00.00,58
05/05/2004 00.00.00,33
05/05/2004 01.00.00,14
05/05/2004 02.00.00,18
05/05/2004 03.00.00,-200
05/05/2004 04.00.00,1267
05/05/2004 05.00.00,56
05/05/2004 06.00.00,108
05/05/2004 07.00.00,251
05/05/2004 08.00.00,571
05/05/2004 09.00.00,255
05/05/2004 10.00.00,214
05/05/2004 11.00.00,190
05/05/2004 12.00.00,709
05/05/2004 13.00.00,202
05/05/2004 14.00.00,224
05/05/2004 15.00.00,221
05/05/2004 16.00.00,126
05/05/2004 17.00.00,79
05/05/2004 18.00.00,717
05/05/2004 19.00.00,68
05/05/2004 20.00.00,96
05/05/2004 21.00.00,111
05/05/2004 22.00.00,56
05/05/2004 23.00.00,81
06/05/2004 00.00.00,79
06/05/2004 01.00.00,46
06/05/2004 02.00.00,19
06/05/2004 03.00.00,-200
06/05/2004 04.00.00,1625
06/05/2004 05.00.00,48
06/05/2004 06.00.00,128
06/05/2004 07.00.00,193
06/05/2004 08.00.00,203
06/05/2004 09.00.00,220
06/05/2004 10.00.00,161
06/05/2004 11.00.00,135
06/05/2004 12.00.00,57
06/05/2004 13.00.00,91
06/05/2004 14.00.00,733
06/05/2004 15.00.00,239
06/05/2004 16.00.00,209
06/05/2004 17.00.00,169
06/05/2004 18.00.00,92
06/05/2004 19.00.00,107
06/05/2004 20.00.00,122
06/05/2004 21.00.00,100
06/05/2004 22.00.00,51
06/05/2004 23.00.00,93
07/05/2004 00.00.00,145
07/05/2004 01.00.00,896
07/05/2004 02.00.00,46
07/05/2004 03.00.00,-200
07/05/2004 04.00.00,1269
07/05/2004 05.00.00,51
07/05/2004 06.00.00,89
07/05/2004 07.00.00,214
07/05/2004 08.00.00,196
07/05/2004 09.00.00,224
07/05/2004 10.00.00,174
07/05/2004 11.00.00,90
07/05/2004 12.00.00,89
07/05/2004 13.00.00,132
07/05/2004 14.00.00,114
07/05/2004 15.00.00,107
07/05/2004 16.00.00,140
07/05/2004 17.00.00,187
07/05/2004 18.00.00,222
07/05/2004 19.00.00,117
07/05/2004 20.00.00,89
07/05/2004 21.00.00,922
07/05/2004 22.00.00,927
07/05/2004 23.00.00,144
08/05/2004 00.00.00,99
08/05/2004 01.00.00,102
08/05/2004 02.00.00,27
08/05/2004 03.00.00,1482
08/05/2004 04.00.00,1544
08/05/2004 05.00.00,1480
08/05/2004 06.00.00,1243
08/05/2004 07.00.00,1028
08/05/2004 08.00.00,857
08/05/2004 09.00.00,884
08/05/2004 10.00.00,910
08/05/2004 11.00.00,791
08/05/2004 12.00.00,760
08/05/2004 13.00.00,827
08/05/2004 14.00.00,1053
08/05/2004 15.00.00,1003
08/05/2004 16.00.00,1073
08/05/2004 17.00.00,992
08/05/2004 18.00.00,913
08/05/2004 19.00.00,720
08/05/2004 20.00.00,714
08/05/2004 21.00.00,835
08/05/2004 22.00.00,858
08/05/2004 23.00.00,979
09/05/2004 00.00.00,952
09/05/2004 01.00.00,862
09/05/2004 02.00.00,879
09/05/2004 03.00.00,848
09/05/2004 04.00.00,856
09/05/2004 05.00.00,825
09/05/2004 06.00.00,987
09/05/2004 07.00.00,1050
09/05/2004 08.00.00,1266
09/05/2004 09.00.00,1068
09/05/2004 10.00.00,1025
09/05/2004 11.00.00,1008
09/05/2004 12.00.00,940
09/05/2004 13.00.00,1041
09/05/2004 14.00.00,997
09/05/2004 15.00.00,892
09/05/2004 16.00.00,1048
09/05/2004 17.00.00,1011
09/05/2004 18.00.00,972
09/05/2004 19.00.00,850
09/05/2004 20.00.00,833
09/05/2004 21.00.00,889
09/05/2004 22.00.00,866
09/05/2004 23.00.00,845
10/05/2004 00.00.00,951
10/05/2004 01.00.00,1172
10/05/2004 02.00.00,1361
10/05/2004 03.00.00,1462
10/05/2004 04.00.00,1304
10/05/2004 05.00.00,1213
10/05/2004 06.00.00,837
10/05/2004 07.00.00,523
10/05/2004 08.00.00,490
10/05/2004 09.00.00,257
10/05/2004 10.00.00,178
10/05/2004 11.00.00,145
10/05/2004 12.00.00,137
10/05/2004 13.00.00,139
10/05/2004 14.00.00,130
10/05/2004 15.00.00,148
10/05/2004 16.00.00,120
10/05/2004 17.00.00,132
10/05/2004 18.00.00,188
10/05/2004 19.00.00,597
10/05/2004 20.00.00,698
10/05/2004 21.00.00,128
10/05/2004 22.00.00,106
10/05/2004 23.00.00,88
11/05/2004 00.00.00,77
11/05/2004 01.00.00,36
11/05/2004 02.00.00,28
11/05/2004 03.00.00,-200
11/05/2004 04.00.00,1305
11/05/2004 05.00.00,55
11/05/2004 06.00.00,135
11/05/2004 07.00.00,327
11/05/2004 08.00.00,383
11/05/2004 09.00.00,366
11/05/2004 10.00.00,322
11/05/2004 11.00.00,712
11/05/2004 12.00.00,144
11/05/2004 13.00.00,132
11/05/2004 14.00.00,826
11/05/2004 15.00.00,121
11/05/2004 16.00.00,124
11/05/2004 17.00.00,188
11/05/2004 18.00.00,226
11/05/2004 19.00.00,266
11/05/2004 20.00.00,568
11/05/2004 21.00.00,183
11/05/2004 22.00.00,167
11/05/2004 23.00.00,138
12/05/2004 00.00.00,105
12/05/2004 01.00.00,54
12/05/2004 02.00.00,58
12/05/2004 03.00.00,-200
12/05/2004 04.00.00,1132
12/05/2004 05.00.00,84
12/05/2004 06.00.00,134
12/05/2004 07.00.00,279
12/05/2004 08.00.00,333
12/05/2004 09.00.00,336
12/05/2004 10.00.00,280
12/05/2004 11.00.00,275
12/05/2004 12.00.00,207
12/05/2004 13.00.00,305
12/05/2004 14.00.00,236
12/05/2004 15.00.00,183
12/05/2004 16.00.00,162
12/05/2004 17.00.00,157
12/05/2004 18.00.00,136
12/05/2004 19.00.00,166
12/05/2004 20.00.00,136
12/05/2004 21.00.00,112
12/05/2004 22.00.00,87
12/05/2004 23.00.00,86
13/05/2004 00.00.00,98
13/05/2004 01.00.00,62
13/05/2004 02.00.00,32
13/05/2004 03.00.00,-200
13/05/2004 04.00.00,1554
13/05/2004 05.00.00,41
13/05/2004 06.00.00,1069
13/05/2004 07.00.00,815
13/05/2004 08.00.00,264
13/05/2004 09.00.00,211
13/05/2004 10.00.00,208
13/05/2004 11.00.00,139
13/05/2004 12.00.00,138
13/05/2004 13.00.00,142
13/05/2004 14.00.00,131
13/05/2004 15.00.00,132
13/05/2004 16.00.00,178
13/05/2004 17.00.00,228
13/05/2004 18.00.00,232
13/05/2004 19.00.00,204
13/05/2004 20.00.00,250
13/05/2004 21.00.00,208
13/05/2004 22.00.00,158
13/05/2004 23.00.00,197
14/05/2004 00.00.00,152
14/05/2004 01.00.00,112
14/05/2004 02.00.00,75
14/05/2004 03.00.00,978
14/05/2004 04.00.00,908
14/05/2004 05.00.00,116
14/05/2004 06.00.00,118
14/05/2004 07.00.00,272
14/05/2004 08.00.00,527
14/05/2004 09.00.00,258
14/05/2004 10.00.00,186
14/05/2004 11.00.00,130
14/05/2004 12.00.00,905
14/05/2004 13.00.00,148
14/05/2004 14.00.00,147
14/05/2004 15.00.00,123
14/05/2004 16.00.00,138
14/05/2004 17.00.00,836
14/05/2004 18.00.00,214
14/05/2004 19.00.00,230
14/05/2004 20.00.00,191
14/05/2004 21.00.00,128
14/05/2004 22.00.00,138
14/05/2004 23.00.00,126
15/05/2004 00.00.00,107
15/05/2004 01.00.00,67
15/05/2004 02.00.00,964
15/05/2004 03.00.00,-200
15/05/2004 04.00.00,1043
15/05/2004 05.00.00,33
15/05/2004 06.00.00,41
15/05/2004 07.00.00,106
15/05/2004 08.00.00,208
15/05/2004 09.00.00,193
15/05/2004 10.00.00,191
15/05/2004 11.00.00,113
15/05/2004 12.00.00,111
15/05/2004 13.00.00,106
15/05/2004 14.00.00,82
15/05/2004 15.00.00,79
15/05/2004 16.00.00,90
15/05/2004 17.00.00,104
15/05/2004 18.00.00,148
15/05/2004 19.00.00,158
15/05/2004 20.00.00,234
15/05/2004 21.00.00,163
15/05/2004 22.00.00,95
15/05/2004 23.00.00,146
16/05/2004 00.00.00,102
16/05/2004 01.00.00,90
16/05/2004 02.00.00,41
16/05/2004 03.00.00,-200
16/05/2004 04.00.00,1234
16/05/2004 05.00.00,32
16/05/2004 06.00.00,34
16/05/2004 07.00.00,57
16/05/2004 08.00.00,73
16/05/2004 09.00.00,119
16/05/2004 10.00.00,930
16/05/2004 11.00.00,96
16/05/2004 12.00.00,80
16/05/2004 13.00.00,45
16/05/2004 14.00.00,45
16/05/2004 15.00.00,54
16/05/2004 16.00.00,66
16/05/2004 17.00.00,95
16/05/2004 18.00.00,99
16/05/2004 19.00.00,147
16/05/2004 20.00.00,129
16/05/2004 21.00.00,96
16/05/2004 22.00.00,92
16/05/2004 23.00.00,88
17/05/2004 00.00.00,89
17/05/2004 01.00.00,52
17/05/2004 02.00.00,25
17/05/2004 03.00.00,-200
17/05/2004 04.00.00,1454
17/05/2004 05.00.00,65
17/05/2004 06.00.00,132
17/05/2004 07.00.00,216
17/05/2004 08.00.00,945
17/05/2004 09.00.00,140
17/05/2004 10.00.00,141
17/05/2004 11.00.00,123
17/05/2004 12.00.00,129
17/05/2004 13.00.00,115
17/05/2004 14.00.00,104
17/05/2004 15.00.00,129
17/05/2004 16.00.00,138
17/05/2004 17.00.00,135
17/05/2004 18.00.00,163
17/05/2004 19.00.00,180
17/05/2004 20.00.00,888
17/05/2004 21.00.00,72
17/05/2004 22.00.00,69
17/05/2004 23.00.00,79
18/05/2004 00.00.00,1091
18/05/2004 01.00.00,36
18/05/2004 02.00.00,30
18/05/2004 03.00.00,-200
18/05/2004 04.00.00,1320
18/05/2004 05.00.00,38
18/05/2004 06.00.00,68
18/05/2004 07.00.00,192
18/05/2004 08.00.00,346
18/05/2004 09.00.00,225
18/05/2004 10.00.00,199
18/05/2004 11.00.00,140
18/05/2004 12.00.00,162
18/05/2004 13.00.00,173
18/05/2004 14.00.00,818
18/05/2004 15.00.00,133
18/05/2004 16.00.00,96
18/05/2004 17.00.00,701
18/05/2004 18.00.00,221
18/05/2004 19.00.00,232
18/05/2004 20.00.00,174
18/05/2004 21.00.00,138
18/05/2004 22.00.00,65
18/05/2004 23.00.00,107
19/05/2004 00.00.00,70
19/05/2004 01.00.00,44
19/05/2004 02.00.00,41
19/05/2004 03.00.00,-200
19/05/2004 04.00.00,1211
19/05/2004 05.00.00,32
19/05/2004 06.00.00,46
19/05/2004 07.00.00,173
19/05/2004 08.00.00,320
19/05/2004 09.00.00,294
19/05/2004 10.00.00,182
19/05/2004 11.00.00,154
19/05/2004 12.00.00,796
19/05/2004 13.00.00,116
19/05/2004 14.00.00,121
19/05/2004 15.00.00,116
19/05/2004 16.00.00,144
19/05/2004 17.00.00,176
19/05/2004 18.00.00,214
19/05/2004 19.00.00,191
19/05/2004 20.00.00,205
19/05/2004 21.00.00,823
19/05/2004 22.00.00,95
19/05/2004 23.00.00,781
20/05/2004 00.00.00,90
20/05/2004 01.00.00,48
20/05/2004 02.00.00,38
20/05/2004 03.00.00,-200
20/05/2004 04.00.00,1265
20/05/2004 05.00.00,26
20/05/2004 06.00.00,83
20/05/2004 07.00.00,188
20/05/2004 08.00.00,253
20/05/2004 09.00.00,637
20/05/2004 10.00.00,155
20/05/2004 11.00.00,146
20/05/2004 12.00.00,796
20/05/2004 13.00.00,756
20/05/2004 14.00.00,116
20/05/2004 15.00.00,167
20/05/2004 16.00.00,145
20/05/2004 17.00.00,192
20/05/2004 18.00.00,231
20/05/2004 19.00.00,248
20/05/2004 20.00.00,267
20/05/2004 21.00.00,181
20/05/2004 22.00.00,163
20/05/2004 23.00.00,141
21/05/2004 00.00.00,78
21/05/2004 01.00.00,42
21/05/2004 02.00.00,35
21/05/2004 03.00.00,-200
21/05/2004 04.00.00,1089
21/05/2004 05.00.00,38
21/05/2004 06.00.00,65
21/05/2004 07.00.00,296
21/05/2004 08.00.00,303
21/05/2004 09.00.00,244
21/05/2004 10.00.00,216
21/05/2004 11.00.00,137
21/05/2004 12.00.00,120
21/05/2004 13.00.00,750
21/05/2004 14.00.00,103
21/05/2004 15.00.00,757
21/05/2004 16.00.00,136
21/05/2004 17.00.00,158
21/05/2004 18.00.00,216
21/05/2004 19.00.00,211
21/05/2004 20.00.00,202
21/05/2004 21.00.00,147
21/05/2004 22.00.00,160
21/05/2004 23.00.00,732
22/05/2004 00.00.00,194
22/05/2004 01.00.00,167
22/05/2004 02.00.00,91
22/05/2004 03.00.00,-200
22/05/2004 04.00.00,994
22/05/2004 05.00.00,50
22/05/2004 06.00.00,61
22/05/2004 07.00.00,107
22/05/2004 08.00.00,139
22/05/2004 09.00.00,165
22/05/2004 10.00.00,139
22/05/2004 11.00.00,113
22/05/2004 12.00.00,138
22/05/2004 13.00.00,770
22/05/2004 14.00.00,78
22/05/2004 15.00.00,97
22/05/2004 16.00.00,115
22/05/2004 17.00.00,152
22/05/2004 18.00.00,157
22/05/2004 19.00.00,132
22/05/2004 20.00.00,98
22/05/2004 21.00.00,65
22/05/2004 22.00.00,101
22/05/2004 23.00.00,134
23/05/2004 00.00.00,177
23/05/2004 01.00.00,179
23/05/2004 02.00.00,105
23/05/2004 03.00.00,-200
23/05/2004 04.00.00,954
23/05/2004 05.00.00,27
23/05/2004 06.00.00,41
23/05/2004 07.00.00,78
23/05/2004 08.00.00,68
23/05/2004 09.00.00,64
23/05/2004 10.00.00,67
23/05/2004 11.00.00,54
23/05/2004 12.00.00,67
23/05/2004 13.00.00,1129
23/05/2004 14.00.00,28
23/05/2004 15.00.00,51
23/05/2004 16.00.00,77
23/05/2004 17.00.00,93
23/05/2004 18.00.00,94
23/05/2004 19.00.00,69
23/05/2004 20.00.00,57
23/05/2004 21.00.00,934
23/05/2004 22.00.00,75
23/05/2004 23.00.00,1081
24/05/2004 00.00.00,56
24/05/2004 01.00.00,31
24/05/2004 02.00.00,13
24/05/2004 03.00.00,1807
24/05/2004 04.00.00,1904
24/05/2004 05.00.00,23
24/05/2004 06.00.00,72
24/05/2004 07.00.00,165
24/05/2004 08.00.00,944
24/05/2004 09.00.00,85
24/05/2004 10.00.00,1155
24/05/2004 11.00.00,112
24/05/2004 12.00.00,100
24/05/2004 13.00.00,109
24/05/2004 14.00.00,111
24/05/2004 15.00.00,109
24/05/2004 16.00.00,114
24/05/2004 17.00.00,959
24/05/2004 18.00.00,157
24/05/2004 19.00.00,147
24/05/2004 20.00.00,102
24/05/2004 21.00.00,73
24/05/2004 22.00.00,65
24/05/2004 23.00.00,76
25/05/2004 00.00.00,65
25/05/2004 01.00.00,41
25/05/2004 02.00.00,1522
25/05/2004 03.00.00,1472
25/05/2004 04.00.00,1559
25/05/2004 05.00.00,45
25/05/2004 06.00.00,40
25/05/2004 07.00.00,101
25/05/2004 08.00.00,657
25/05/2004 09.00.00,149
25/05/2004 10.00.00,207
25/05/2004 11.00.00,289
25/05/2004 12.00.00,159
25/05/2004 13.00.00,162
25/05/2004 14.00.00,173
25/05/2004 15.00.00,925
25/05/2004 16.00.00,939
25/05/2004 17.00.00,867
25/05/2004 18.00.00,720
25/05/2004 19.00.00,-200
25/05/2004 20.00.00,-200
25/05/2004 21.00.00,-200
25/05/2004 22.00.00,-200
25/05/2004 23.00.00,-200
26/05/2004 00.00.00,-200
26/05/2004 01.00.00,-200
26/05/2004 02.00.00,-200
26/05/2004 03.00.00,-200
26/05/2004 04.00.00,-200
26/05/2004 05.00.00,-200
26/05/2004 06.00.00,-200
26/05/2004 07.00.00,-200
26/05/2004 08.00.00,-200
26/05/2004 09.00.00,946
26/05/2004 10.00.00,188
26/05/2004 11.00.00,159
26/05/2004 12.00.00,146
26/05/2004 13.00.00,127
26/05/2004 14.00.00,128
26/05/2004 15.00.00,120
